lat,lon
40.807869,-73.928932
40.827465,-73.893646
40.827351,-73.874771
40.827351,-73.874771
40.826565,-73.879921
40.856686,-73.856392
40.856686,-73.856392
40.856686,-73.856392
40.828636,-73.867821
40.829735,-73.86087
40.883209,-73.898117
40.827991,-73.877792
40.827759,-73.879608
40.839424,-73.874832
40.832729,-73.915131
40.8363,-73.923042
40.849819,-73.910072
40.859539,-73.852386
40.829357,-73.878113
40.829151,-73.8815
40.828831,-73.895081
40.829647,-73.881989
40.830856,-73.868332
40.835449,-73.916168
40.831017,-73.872627
40.835052,-73.914825
40.834198,-73.848793
40.834198,-73.848793
40.832127,-73.874474
40.836399,-73.914055
40.831921,-73.901512
40.836803,-73.837616
40.833611,-73.871315
40.837536,-73.835335
40.835423,-73.909477
40.83728,-73.913406
40.867756,-73.846588
40.833138,-73.879929
40.836391,-73.908951
40.842312,-73.922302
40.842312,-73.922302
40.833443,-73.898422
40.88501,-73.89444
40.862663,-73.907341
40.830254,-73.88913
40.830254,-73.88913
40.837673,-73.861992
40.840816,-73.83004
40.836361,-73.847954
40.835468,-73.87233
40.837673,-73.861992
40.836422,-73.867355
40.842552,-73.919746
40.837315,-73.869759
40.839523,-73.909157
40.879307,-73.848061
40.84063,-73.910828
40.84063,-73.910828
40.837662,-73.861984
40.843391,-73.848221
40.8652,-73.84285
40.841614,-73.9132
40.861069,-73.842705
40.833359,-73.88665
40.84642,-73.785568
40.841545,-73.911255
40.836109,-73.858932
40.838188,-73.861183
40.839542,-73.864151
40.839542,-73.864151
40.867119,-73.840317
40.867119,-73.840317
40.842464,-73.834961
40.838612,-73.856522
40.843407,-73.828934
40.84304,-73.912498
40.848137,-73.923653
40.848137,-73.923653
40.848137,-73.923653
40.841145,-73.867378
40.845081,-73.8339
40.838612,-73.856522
40.843884,-73.862122
40.842854,-73.864594
40.845364,-73.833862
40.844917,-73.836212
40.848171,-73.816628
40.8484,-73.850296
40.844452,-73.912041
40.840569,-73.858856
40.844017,-73.909752
40.844559,-73.910706
40.844524,-73.909103
40.844486,-73.909729
40.850239,-73.84832
40.847103,-73.856262
40.846451,-73.830055
40.84589,-73.832764
40.847084,-73.828781
40.841656,-73.850754
40.846706,-73.91098
40.844975,-73.864754
40.842018,-73.870659
40.820587,-73.866814
40.847332,-73.828941
40.847393,-73.828979
40.847393,-73.828979
40.846748,-73.831306
40.843254,-73.870193
40.847935,-73.911354
40.84568,-73.909622
40.846371,-73.9077
40.847622,-73.832153
40.847775,-73.832649
40.846306,-73.866135
40.840824,-73.887756
40.848663,-73.834373
40.852524,-73.914948
40.852524,-73.914948
40.852524,-73.914948
40.853233,-73.914482
40.875122,-73.8815
40.874962,-73.881187
40.848454,-73.8647
40.84848,-73.865562
40.85014,-73.833313
40.854233,-73.851387
40.850826,-73.830933
40.80978,-73.853668
40.854828,-73.851875
40.840569,-73.858833
40.840569,-73.858856
40.846466,-73.891022
40.85178,-73.907143
40.875641,-73.912392
40.863354,-73.899513
40.825871,-73.854591
40.852379,-73.907104
40.852383,-73.907089
40.852383,-73.907089
40.850899,-73.900787
40.853149,-73.858795
40.852776,-73.906731
40.834259,-73.856377
40.85025,-73.895927
40.830143,-73.854828
40.828018,-73.854164
40.85289,-73.86499
40.852737,-73.863762
40.849346,-73.889931
40.855091,-73.828583
40.853909,-73.866432
40.847019,-73.88485
40.853203,-73.898338
40.835331,-73.915817
40.854618,-73.86499
40.830051,-73.852097
40.830078,-73.852097
40.840569,-73.858856
40.855331,-73.866379
40.855858,-73.862595
40.855663,-73.863182
40.857803,-73.908905
40.856159,-73.86937
40.856159,-73.86937
40.856358,-73.86692
40.856304,-73.866348
40.85648,-73.866753
40.87532,-73.910233
40.87532,-73.910233
40.814877,-73.846703
40.81118,-73.931862
40.81118,-73.931862
40.81118,-73.931862
40.81118,-73.931862
40.81118,-73.931862
40.81118,-73.931862
40.81208,-73.928085
40.873276,-73.885818
40.854836,-73.892815
40.860275,-73.907578
40.860275,-73.907578
40.811188,-73.93187
40.811188,-73.93187
40.811188,-73.93187
40.861748,-73.9086
40.858425,-73.90136
40.858398,-73.901367
40.858398,-73.901367
40.82571,-73.845955
40.857269,-73.897598
40.831497,-73.846909
40.813843,-73.826439
40.86161,-73.905975
40.880177,-73.905388
40.881653,-73.904442
40.861389,-73.903954
40.815369,-73.821632
40.848598,-73.904449
40.854603,-73.885147
40.854603,-73.885147
40.863995,-73.906853
40.861767,-73.903313
40.86174,-73.90332
40.85479,-73.885475
40.862206,-73.853943
40.861168,-73.898705
40.84066,-73.850471
40.840157,-73.849312
40.862495,-73.853935
40.855625,-73.883896
40.86237,-73.847549
40.86034,-73.896507
40.86124,-73.896667
40.863571,-73.902809
40.863674,-73.902267
40.861076,-73.894051
40.807457,-73.928535
40.865517,-73.902725
40.863785,-73.84375
40.866081,-73.901733
40.867859,-73.907501
40.887787,-73.817055
40.814835,-73.827812
40.86499,-73.896263
40.880821,-73.91729
40.878613,-73.914787
40.878613,-73.914787
40.878613,-73.914787
40.878613,-73.914787
40.878613,-73.914787
40.878613,-73.914787
40.899708,-73.868683
40.815983,-73.822395
40.864975,-73.89093
40.909389,-73.898323
40.867504,-73.894516
40.867504,-73.894516
40.866016,-73.869751
40.868053,-73.89595
40.868053,-73.89595
40.869614,-73.900764
40.868542,-73.895508
40.882317,-73.916824
40.881874,-73.915695
40.867683,-73.865204
40.869091,-73.894859
40.867809,-73.888794
40.897743,-73.867722
40.897743,-73.867722
40.866814,-73.869171
40.897045,-73.867386
40.869339,-73.890533
40.868385,-73.888954
40.868385,-73.888954
40.834866,-73.912399
40.853241,-73.833023
40.854462,-73.833145
40.854462,-73.833145
40.868977,-73.888115
40.869099,-73.887321
40.853691,-73.832214
40.869453,-73.886909
40.853378,-73.831757
40.839737,-73.832176
40.870621,-73.889328
40.870621,-73.889328
40.837643,-73.91848
40.868488,-73.8619
40.869938,-73.886238
40.853786,-73.83004
40.87027,-73.838249
40.869202,-73.884369
40.870197,-73.883598
40.817909,-73.813477
40.864651,-73.908211
40.840382,-73.787041
40.85614,-73.90686
40.878159,-73.907013
40.870117,-73.86956
40.870117,-73.86956
40.870117,-73.86956
40.870117,-73.86956
40.869659,-73.843254
40.870365,-73.862709
40.870365,-73.862709
40.870213,-73.86554
40.869984,-73.848259
40.870621,-73.863068
40.870457,-73.858833
40.870773,-73.860672
40.879608,-73.90818
40.839714,-73.826744
40.820683,-73.810638
40.858334,-73.905449
40.879604,-73.883339
40.871109,-73.877159
40.874538,-73.887505
40.851418,-73.828087
40.817379,-73.819405
40.875484,-73.888031
40.884232,-73.914642
40.875305,-73.887085
40.873817,-73.878181
40.873287,-73.87751
40.811928,-73.924118
40.876171,-73.88636
40.836975,-73.821793
40.83691,-73.833603
40.897469,-73.866394
40.897469,-73.866394
40.897469,-73.866394
40.874817,-73.876633
40.882751,-73.908073
40.882751,-73.908073
40.874683,-73.8414
40.871815,-73.853905
40.87748,-73.884583
40.884281,-73.910744
40.884281,-73.910744
40.877728,-73.881287
40.877728,-73.881287
40.877728,-73.881287
40.877728,-73.881287
40.831345,-73.816994
40.885345,-73.912971
40.882595,-73.905663
40.829674,-73.814896
40.829674,-73.814896
40.875675,-73.873871
40.835278,-73.818123
40.877464,-73.880013
40.872631,-73.850052
40.805977,-73.926979
40.805977,-73.926979
40.805977,-73.926979
40.805977,-73.926979
40.88549,-73.910751
40.877151,-73.874504
40.873299,-73.86264
40.877277,-73.873756
40.838722,-73.817543
40.885754,-73.913956
40.885754,-73.913956
40.885754,-73.913956
40.885754,-73.913956
40.883266,-73.9049
40.88332,-73.904831
40.878716,-73.840691
40.832722,-73.827568
40.882301,-73.88343
40.881458,-73.897377
40.897312,-73.865288
40.812733,-73.856628
40.882118,-73.880569
40.809952,-73.924187
40.812523,-73.859268
40.847645,-73.82769
40.884129,-73.878601
40.886978,-73.908905
40.880592,-73.866211
40.887806,-73.908493
40.887806,-73.908493
40.8867,-73.903908
40.8867,-73.903908
40.8867,-73.903908
40.8867,-73.903908
40.8867,-73.903908
40.8867,-73.903908
40.8867,-73.903908
40.886734,-73.903893
40.869457,-73.882233
40.888916,-73.911552
40.888916,-73.911552
40.888916,-73.911552
40.888916,-73.911552
40.887688,-73.903236
40.887688,-73.903236
40.887844,-73.903397
40.887844,-73.903397
40.887844,-73.903397
40.887844,-73.903397
40.818226,-73.823334
40.806969,-73.927139
40.89032,-73.911957
40.883514,-73.892204
40.900833,-73.864784
40.900833,-73.864784
40.89436,-73.84584
40.891781,-73.85537
40.818489,-73.915825
40.81789,-73.81694
40.811485,-73.920059
40.892693,-73.854179
40.895382,-73.859978
40.817924,-73.911156
40.813644,-73.863335
40.898754,-73.871162
40.811577,-73.919518
40.896042,-73.85421
40.898022,-73.844322
40.901226,-73.863792
40.888599,-73.904076
40.879326,-73.883179
40.854198,-73.8946
40.902184,-73.850533
40.90255,-73.847305
40.896729,-73.904907
40.904743,-73.849854
40.904743,-73.849854
40.811813,-73.909309
40.841694,-73.915215
40.877193,-73.918526
40.855194,-73.891617
40.885487,-73.907654
40.885487,-73.907654
40.898167,-73.863503
40.825108,-73.815315
40.825191,-73.815384
40.886112,-73.908325
40.886112,-73.908325
40.812351,-73.906616
40.809811,-73.916672
40.902561,-73.906815
40.811596,-73.886971
40.813984,-73.913757
40.868797,-73.894524
40.879128,-73.883064
40.882652,-73.884758
40.879128,-73.883064
40.816257,-73.863998
40.903782,-73.90686
40.904018,-73.906059
40.904018,-73.906059
40.856003,-73.888802
40.856003,-73.888802
40.824673,-73.818558
40.824764,-73.818497
40.905342,-73.899879
40.875854,-73.90937
40.806305,-73.916969
40.906387,-73.900261
40.85561,-73.887939
40.814198,-73.902458
40.861244,-73.904961
40.908253,-73.89933
40.90889,-73.898186
40.90889,-73.898186
40.901611,-73.856018
40.820557,-73.927994
40.911404,-73.902512
40.812737,-73.887268
40.818119,-73.860001
40.818119,-73.860001
40.910526,-73.897453
40.896294,-73.897202
40.841721,-73.865944
40.891582,-73.910973
40.88802,-73.862968
40.88081,-73.916801
40.842293,-73.86586
40.815498,-73.907028
40.815674,-73.90696
40.818649,-73.916382
40.826035,-73.820671
40.85807,-73.869186
40.815918,-73.908379
40.813477,-73.88842
40.813477,-73.88842
40.908569,-73.896927
40.859234,-73.869072
40.85474,-73.885544
40.894318,-73.8582
40.815773,-73.903938
40.857159,-73.907913
40.816208,-73.903404
40.889954,-73.858673
40.820404,-73.91748
40.827526,-73.820129
40.844093,-73.865074
40.881737,-73.862991
40.906307,-73.848076
40.881653,-73.862724
40.820904,-73.854477
40.820057,-73.913841
40.825916,-73.824867
40.88406,-73.861008
40.88406,-73.861008
40.857224,-73.90815
40.89101,-73.856735
40.820381,-73.865898
40.881847,-73.861824
40.883045,-73.884903
40.826702,-73.824417
40.851612,-73.865211
40.828304,-73.901337
40.843597,-73.888702
40.856625,-73.864067
40.817638,-73.899399
40.830116,-73.897888
40.820465,-73.87709
40.889168,-73.85508
40.879314,-73.860489
40.8745,-73.861328
40.830189,-73.821198
40.84473,-73.860764
40.83395,-73.920837
40.83395,-73.920837
40.83395,-73.920837
40.83395,-73.920837
40.83395,-73.920837
40.818302,-73.901138
40.831841,-73.820297
40.831841,-73.820297
40.842484,-73.886459
40.821346,-73.875832
40.820587,-73.879822
40.820587,-73.879822
40.828342,-73.924202
40.878719,-73.881516
40.827793,-73.921562
40.831322,-73.930946
40.845913,-73.88031
40.845619,-73.880081
40.845619,-73.880081
40.821888,-73.898674
40.845409,-73.879578
40.870171,-73.8993
40.870171,-73.8993
40.845337,-73.879478
40.879536,-73.856079
40.852505,-73.860916
40.81628,-73.899422
40.884071,-73.853188
40.831776,-73.928322
40.828918,-73.919334
40.871033,-73.858833
40.844444,-73.878433
40.852104,-73.859695
40.831406,-73.930878
40.839027,-73.917252
40.82962,-73.9133
40.837753,-73.912827
40.82708,-73.908936
40.83786,-73.913414
40.841221,-73.911232
40.870159,-73.883667
40.864788,-73.890106
40.872948,-73.884773
40.869453,-73.886909
40.869663,-73.884277
40.86124,-73.896667
40.819118,-73.898643
40.832779,-73.895264
40.825211,-73.899315
40.824429,-73.887413
40.850327,-73.883385
40.836555,-73.88533
40.841309,-73.868263
40.836613,-73.865936
40.838676,-73.867126
40.845299,-73.852371
40.847149,-73.828819
40.846809,-73.831345
40.83662,-73.828896
40.851131,-73.854797
40.848148,-73.828514
40.847393,-73.828583
40.841702,-73.829247
40.851418,-73.828087
40.853027,-73.854332
40.846638,-73.828232
40.841595,-73.829201
40.852829,-73.856369
40.841717,-73.831245
40.855869,-73.84198
40.84053,-73.846008
40.848015,-73.85154
40.848995,-73.852943
40.847412,-73.829315
40.852165,-73.856194
40.852806,-73.857506
40.846638,-73.828232
40.846851,-73.857857
40.853691,-73.862305
40.841911,-73.856201
40.838413,-73.851273
40.833988,-73.848747
40.851612,-73.865211
40.8522,-73.858391
40.841736,-73.78611
40.840382,-73.787041
40.832047,-73.823807
40.825142,-73.82325
40.816444,-73.818245
40.817486,-73.820137
40.845665,-73.820572
40.815849,-73.819214
40.81871,-73.815048
40.81657,-73.821312
40.817833,-73.818382
40.844559,-73.817879
40.817665,-73.813484
40.817612,-73.813843
40.827721,-73.819809
40.816326,-73.820137
40.835678,-73.819695
40.828526,-73.819778
40.825306,-73.824188
40.819164,-73.814476
40.826271,-73.824478
40.834198,-73.821098
40.83416,-73.820038
40.825405,-73.820419
40.818577,-73.812523
40.832928,-73.826195
40.844509,-73.81723
40.82209,-73.821846
40.817974,-73.813065
40.830204,-73.821548
40.813206,-73.825676
40.830204,-73.821548
40.817905,-73.820763
40.829521,-73.814865
40.832905,-73.825836
40.890228,-73.848267
40.887707,-73.83374
40.890934,-73.845474
40.90247,-73.843628
40.887917,-73.856354
40.893253,-73.850487
40.880882,-73.842857
40.889862,-73.858322
40.878693,-73.882103
40.864838,-73.864204
40.866074,-73.870255
40.880657,-73.867546
40.868481,-73.862289
40.864105,-73.868408
40.859982,-73.907448
40.861477,-73.908897
40.86459,-73.907753
40.867447,-73.893562
40.861008,-73.837761
40.863991,-73.859009
40.867004,-73.846458
40.876587,-73.857567
40.87735,-73.855118
40.86377,-73.859955
40.878799,-73.851242
40.861958,-73.856621
40.865185,-73.856583
40.876377,-73.85775
40.8596,-73.834999
40.866543,-73.854744
40.864292,-73.855095
40.868797,-73.8452
40.860889,-73.842842
40.90522,-73.849953
40.904671,-73.849998
40.904484,-73.849373
40.896339,-73.876389
40.897278,-73.865616
40.904743,-73.849854
40.829739,-73.85717
40.832916,-73.872131
40.830116,-73.868523
40.830166,-73.854767
40.810883,-73.857361
40.816441,-73.849197
40.824772,-73.863457
40.813251,-73.860451
40.819641,-73.887535
40.887745,-73.818993
40.879383,-73.860046
40.715523,-73.966377
40.691574,-73.98877
40.691574,-73.98877
40.691574,-73.98877
40.691574,-73.98877
40.691162,-73.982414
40.696404,-73.991188
40.698242,-73.983849
40.698242,-73.983849
40.698242,-73.983849
40.703697,-73.990295
40.713081,-73.966599
40.672287,-73.970955
40.715523,-73.966377
40.692829,-73.923119
40.692829,-73.923119
40.691036,-73.982605
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.701214,-73.935745
40.688496,-73.981216
40.688496,-73.981216
40.688496,-73.981216
40.582668,-73.954239
40.617676,-74.036621
40.69442,-73.963554
40.65646,-73.956764
40.695835,-73.933685
40.695835,-73.933685
40.639149,-73.968544
40.630272,-73.942833
40.660557,-73.877769
40.691479,-73.926392
40.691479,-73.926392
40.664089,-73.931129
40.636131,-73.907341
40.68301,-73.953621
40.687553,-73.973984
40.688511,-73.926895
40.678871,-73.905663
40.645546,-73.952354
40.672791,-73.943916
40.66489,-73.960861
40.68914,-73.954735
40.637421,-74.032219
40.685547,-73.908012
40.640659,-73.995865
40.672775,-73.943665
40.643974,-73.909676
40.683983,-73.962601
40.719292,-73.95961
40.643147,-73.993019
40.643955,-73.894142
40.687439,-73.913765
40.726341,-73.953583
40.664555,-73.930473
40.664555,-73.930473
40.640762,-73.99511
40.659,-73.923706
40.704086,-73.930916
40.687435,-73.917412
40.627758,-73.918854
40.682323,-73.960297
40.677475,-73.955643
40.677475,-73.955643
40.64555,-73.958366
40.687744,-73.917107
40.588127,-73.986237
40.692841,-73.947136
40.664082,-73.922852
40.681549,-73.978851
40.682556,-73.90358
40.677345,-73.955391
40.656017,-73.91906
40.655926,-73.918961
40.691105,-73.925636
40.677692,-73.956047
40.661198,-73.929794
40.678951,-73.907433
40.646702,-73.892052
40.687321,-73.919426
40.677177,-73.954773
40.687332,-73.919334
40.677616,-73.954544
40.699348,-73.995354
40.699348,-73.995354
40.699348,-73.995354
40.699348,-73.995354
40.699348,-73.995354
40.699348,-73.995354
40.692852,-73.947044
40.670437,-73.878685
40.688259,-73.916412
40.694763,-73.930801
40.643814,-73.952042
40.643814,-73.952042
40.689144,-73.914566
40.582348,-73.957443
40.643635,-73.951385
40.70491,-73.928558
40.694626,-73.96875
40.689224,-73.998352
40.701591,-73.982437
40.68819,-73.918884
40.68819,-73.918884
40.646282,-73.946503
40.69923,-73.924774
40.652077,-73.954666
40.714199,-73.962944
40.69923,-73.924774
40.688423,-73.918785
40.688423,-73.918785
40.689758,-73.919189
40.693672,-73.93338
40.693672,-73.93338
40.693672,-73.93338
40.676891,-73.953423
40.687294,-73.909355
40.655308,-73.955948
40.704533,-73.958427
40.664986,-73.923279
40.642975,-73.904922
40.629604,-74.003937
40.638123,-73.966988
40.657349,-73.917747
40.657349,-73.917747
